name,pronouns,speakerLink,role,description,talk,image
Rekha Kumar,she / her,https://io.google/2022/speakers/rekha-kumar/,Software Engineer,"Rekha works on Firebase's Personalization team. She is passionate about helping users with the power of AI and machine learning. Before Google, Rekha worked at Microsoft, Amazon, Qualcomm, and others for over 14 years in areas including Personalization, Recommendations, Ads, and Android framework. She earned master's degree in computer science from the University of Texas at Austin and completed AI courses at Stanford University.",Personalize apps to create better user experiences and drive revenue,https://io.google/2022/speakers/8cec0462-7691-440e-83fc-b941c290850d_240.webp
Robert Crowe,he / him,https://io.google/2022/speakers/robert-crowe/,TensorFlow Developer Engineer,"As a data scientist and TensorFlow addict, Robert has a passion for helping developers quickly learn what they need to be productive. He's used TensorFlow since the very early days and is excited about how it's evolving quickly to become even better than it already is. Before moving to data science Robert led software engineering teams for both large and small companies, always focusing on clean, elegant solutions to well-defined needs.",An introduction to MLOps with TFX,https://io.google/2022/speakers/fb405cde-4175-487b-ba30-e51fe38e7c6b_240.webp
Rod Lopez,,https://io.google/2022/speakers/rod-lopez/,Senior Product Manager,"Rod is a product manager lead working on Android Auto and Google's suite of automotive services. Rod is passionate about evolving the ways drivers engage with technology in the car, making driving safer, easier, and more entertaining. Android Auto is now included with over 150 million vehicles on the road worldwide. Prior to joining Google, Rod worked at Microsoft's Xbox Studios and Apple's Operating Systems group. He has a bachelor's degree in computer science from Monterrey Tech university in Monterrey, Mexico, his hometown.",What's new with Android for Cars,https://io.google/2022/speakers/710ecfc6-4e68-482b-b163-da777ff7c4cc_240.webp
Rody Davis,he / him,https://io.google/2022/speakers/rody-davis/,Developer Advocate,"Rody is currently working as a developer advocate for the Material Design team bringing developers and designers together through tooling, examples, and guidance.",Take a Flutter app from boring to beautiful,https://io.google/2022/speakers/c1eaf5c7-da29-4132-8f70-d17b4cc40f38_240.webp
Romin Irani,he / him,https://io.google/2022/speakers/romin-irani/,"Developer Advocate, Google Cloud",Romin works as a developer advocate in Google Cloud. Romin works with customers and the developer community to help them learn and be successful with Google Cloud. Romin completed his computer engineering degree from Mumbai University and has over 25+ years of software development experience in both India and the United States.,Develop for Google Cloud Platform faster with Cloud Code,https://io.google/2022/speakers/5185d58a-66d0-4ccf-a4ab-e9699d893a27_240.webp
Rosalyn Tan,she / her,https://io.google/2022/speakers/rosalyn-tan/,Software Engineer,"Rosalyn is a software engineer working on Firebase Authentication and Firebase App Check. At Firebase, she focuses on building and improving tools to help developers build secure applications for their users. Prior to joining Firebase, she spent a couple years at YouTube as an Android developer working on the YouTube Go application.",Secure your Firebase app from the start,https://io.google/2022/speakers/68c005e5-a0a8-491b-afc5-9560caa38b50_240.webp
Rowan Merewood,he / him,https://io.google/2022/speakers/rowan-merewood/,Developer Relations Engineer,"Rowan is a developer relations engineer for Chrome where he looks after the team managing security, privacy, payments, and identity: essentially, anywhere you deliberately are or are not creating a relationship on the web. His main focus is helping developers understand and contribute to the Privacy Sandbox proposals as part of the path to phasing out third-party cookies from the web platform.",Privacy Sandbox for the web,https://io.google/2022/speakers/aa600718-544d-42b8-a56e-ed59570ee83a_240.webp
Ryan Ausanka-Crues,he / him,https://io.google/2022/speakers/ryan-ausanka-crues/,"Senior Engineering Manager, Better Together","Ryan leads Google's effort to simplify and accelerate multi-device experience development. Previously, he led the engineering team that built and launched Google TV. Before Google, Ryan led engineering at several startups and spent two years leading mobile engineering at American Express. Ryan earned bachelor degrees in computer science and mathematical economics from Pitzer College.",Multi-device development,https://io.google/2022/speakers/6821a51f-5daf-4240-a8f8-238c77a8367b_240.webp
Ryan Fitzgibbon,he / him,https://io.google/2022/speakers/ryan-fitzgibbon/,"Product Manger, Android","Ryan is a product manager working on the 'Privacy Sandbox on Android' project that proposes to develop a new set of technologies that support in-app advertising while improving user privacy. A graduate of the University of Oxford with a master's degree in physics, Ryan has worked at Google for over eight years. His previous roles focused on the enterprise buy-side advertising solutions in the Google Marketing Platform suite. Prior to joining Google, his experience within media agencies results in almost 15 years of digital advertising experience.",Building the Privacy Sandbox,https://io.google/2022/speakers/6a0dc1b3-f87e-4c9b-99da-ed11723046a0_240.webp
Sanura N'Jaka,she / her,https://io.google/2022/speakers/sanura-n-jaka/,Software Engineer,"Sanura is a recent Stanford graduate and current Android software engineer at Google on the Android Toolkit Team. Her team owns and maintains components that are fundamental to Android app developers' codebase. Prior to joining Google, Sanura interned at other leading tech companies and participated in many opportunities geared towards her love for the intersection of education, math, and technology.",Fragments: The good (non-deprecated) parts,https://io.google/2022/speakers/9e940821-6639-4c80-ba5d-f5a0146cea39_240.webp
Sara Hamilton,she / her,https://io.google/2022/speakers/sara-hamilton/,Developer Advocate,"Sara is a developer advocate at Google. She works on the Android Developer Relations team in London. She focuses on health and fitness verticals and on Wear OS. She works with developers to make it easier to build seamless and inclusive health and fitness experiences on Android. In her free time she loves running, cycling, and cooking.",Health Connect by Android,https://io.google/2022/speakers/440118e8-b5e2-4381-ac7a-3b11d482d386_240.webp
Sara N-Marandi,she / her,https://io.google/2022/speakers/sara-n-marandi/,Product Manager,"Sara is a product lead on Android Privacy focused on launching features that increase transparency to data access, provide controls for users, and minimize app access to user's data. She earned her Master of Business Administration from the University of Toronto and is the co-author of ""Managing Customer Value One Stage of a Time."" Prior to Google, she led corporate strategy for multi-million dollar brands across various industries including; media, government, pharmaceutical, airline, and many more.",Developing privacy user-centric apps,https://io.google/2022/speakers/2ab59658-130a-4a63-acf2-f0a2155e180a_240.webp
Sarah Hathiramani,she / her,https://io.google/2022/speakers/sarah-hathiramani/,"Director, Product Management, Counter-Abuse Technology","Sarah is a director of product management, supporting the Counter-Abuse Technology team at Google. She joined Google in February 2022 after spending a decade at Meta. Sarah has a track record of work in the abuse fighting and trust and safety domains, having supported and led development teams in areas ranging from systems to classify harmful content and verify entities' identities to the promotion of user controls and transparency tools to help shine a light on bad actors, behaviors, and content. Prior to her career in technology, she was a teacher.
Sarah currently lives in the Bay Area with her husband. She is a graduate of Princeton University, where she earned her bachelor's degree in Public Policy. She also holds MBAs from Columbia Business School and London Business School.",Introduction to counter-abuse technology at Google,https://io.google/2022/speakers/930d2926-fde4-4b14-9731-a8b45d036038_240.webp
Saurabh Rajpal,he / him,https://io.google/2022/speakers/saurabh-rajpal/,Senior Web Ecosystem Consultant,"Saurabh is a senior web ecosystem consultant at Google. His area of expertise is tech consulting and full stack development. He graduated as a computer science engineer from Manipal University in India. Prior to managing web tech ecosystem partnerships in the current role, Saurabh has developed (and broken) products across the full stack at Cisco, Micromax, and Expedia. He calls himself ""jack of all trades, master of some"" and is often found in the developer community focused on activities with a mission of a healthier web ecosystem.",Core Web Vitals in the real world,https://io.google/2022/speakers/7394a7f6-0107-423e-822a-ac617538bc55_240.webp
Scott Adams,he / him,https://io.google/2022/speakers/scott-adams/,Product Management,"Scott leads product management on Lookout, an app that uses computer vision to describe the physical world to people who are visually impaired. Previously, he was also involved with Project Euphonia, and Google Workspace. Prior to Google, Scott was a senior product manager at Matterport, which uses computer vision and depth data to reconstruct interior spaces. Beginning his career in front-end development, Scott has worked extensively in technology, finance, and media, serving several Fortune 500 companies.",What's new in Android accessibility,https://io.google/2022/speakers/9bb85a68-1354-43cb-9a81-abb5cf4399b3_240.webp
Sehee Lee,she / her,https://io.google/2022/speakers/sehee-lee/,Senior designer at Google Fonts,"Sehee Lee is a senior designer leading iconography and visual system for Google Fonts. Since joining Google, she was a core designer for Material Design System from its first launch in 2014, Material Theming in 2018, and Material Design 3 this year. Previously, she also managed the launch of Google Fonts catalog with icon service and helped to reshape Google Brand Identity.",Create expressive and readable typography with variable fonts,https://io.google/2022/speakers/6e7d9eb8-28f4-43eb-bf5b-d598c67caaeb_240.webp
Shan Huang,she / her,https://io.google/2022/speakers/shan-huang/,Software Engineer,"Shan is a software engineer working on Android System UI, building animations and graphical effects for the Android operating system user experience. Throughout her Google career, she has focused on adding user delight with animation and has created animation tools such as PoseAnimator and Scroobly. She has a dual degree in computer science and human computer interaction from Carnegie Mellon University.",Back to the basics of System Back,https://io.google/2022/speakers/007e228a-9bfe-4650-b2de-07ad9a43a42f_240.webp
Shobana Radhakrishnan,she / her,https://io.google/2022/speakers/shobana-radhakrishnan/,"Senior Director of Engineering, Google TV","Shobana is Senior Director of Engineering, Google TV, focused on leading next generation TV with product and research groups across Google. Prior to this, she has held various technical leadership roles at Roku, Mindflash Technologies, Yahoo, and Netflix (Video Metadata Platforms) building high-scale consumer systems. Shobana is an active conference and keynote speaker including international conferences such as Amazon AWS Reinvent, Streaming Media Connect, QCon, Grace Hopper, and Yahoo Conferences. She has been conferred the Distinguished Alumnus Award from the College of Engineering Guindy, Anna University and was a finalist at the Silicon Valley Best CIO Awards in 2015. Shobana has a master’s degree in computer science from the University of Illinois at Urbana-Champaign (UIUC).",What's new with Android TV and Google TV,https://io.google/2022/speakers/99bd5aa1-d111-4af7-8309-987412a34237_240.webp
Shruti Padamata,she / her,https://io.google/2022/speakers/shruti-padamata/,Software Engineer,"Shruti is a software engineer at Firebase, working on identity and access products, mainly Firebase Security Rules and Firebase Installations service. She is passionate about privacy and security practices for user data. Shruti has a master's degree in computer science from Georgia Tech. Outside of work, she loves to dance and enjoys outdoor activities like hiking, backpacking, and biking.",Secure your Firebase app from the start,https://io.google/2022/speakers/4b44d676-61b8-4a21-8fa3-0e4308a62277_240.webp
Shu Jiang,she / her,https://io.google/2022/speakers/shu-jiang/,UX Designer,"Shu is a UX designer at Google based in the San Francisco bay area. She currently leads Small and Medium-sized Business (SMB), Creators, and Kids experience on the YouTube Ads team. Prior to Google, she led a design team at Netgear and has helped several start-ups build successful product experiences. With a background in architecture, she was named as ""40 under 40"" lighting designers by Lighting Magazine. These experiences have awarded her opportunities to work closely with stakeholders and trained her how to approach complex problems with solutions that drive business goals while empowering users. Shu is passionate about building accessible, inclusive products that provide people equal access to technology.",Getting started with accessibility and product inclusion,https://io.google/2022/speakers/16cffe10-c0b3-4449-b43f-35605fd245d9_240.webp
Shunhya Shishido,he / him,https://io.google/2022/speakers/shunhya-shishido/,Web Ecosystem Consultant,"Shunya is a web ecosystem consultant at Google. His area of expertise is tech consulting and web development. He partners with top brands in Japan to help them achieve modern and delightful user experiences on the web, speed and business improvements. There are some initiatives he is actively working on, including Core Web Vitals and the latest web APIs that makes your web app more instant and seamless. Shunya has worked as a software engineer for some of the largest and most respected media sites in Japan and internationally.",Create an instant and seamless web app,https://io.google/2022/speakers/0e456ac9-c047-4222-a3f7-efd1c44bbc6a_240.webp
Simon Lynen,he / him,https://io.google/2022/speakers/simon-lynen/,Senior Staff Software Engineer,"Simon is a tech lead manager at Google Zurich. His group focuses on providing high precision mobile-phone localization as part of the Visual Positioning Service (VPS). Devices with Google’s augmented reality capabilities can leverage VPS to enable global scale location aware experiences such as ARCore CloudAnchors and GoogleMaps LiveView. Simon earned a doctorate at the Autonomous Systems Lab at ETH Zurich with a focus on visual navigation and localization algorithms for robotics, mobile devices, and autonomous cars. As visiting researcher, Simon contributed central pieces to core algorithms of Google’s ARCore. In talks at TEDx Zurich, ThinkingDigital, Zurich Minds, and scientific conferences, Simon has provided a behind-the-scenes view of the ARCore technology and its latest capabilities.",Location-based AR experiences,https://io.google/2022/speakers/2e0e8daa-2137-4af6-980b-e4602cb0a69a_240.webp
Simona Stojanovic,she / her,https://io.google/2022/speakers/simona-stojanovic/,Android Developer Relations Engineer,"Simona is an Android developer relations engineer at Google. She works as part of the Jetpack Compose team and focuses on Layouts and Navigation. Before joining Google, Simona worked as an Android developer in a variety of different industries including retail, transportation, banking, automotive, and online dating.",Lazy layouts in Compose,https://io.google/2022/speakers/f52f7df8-ff86-4e20-968e-47c9fde88d04_240.webp
Stella Loh,she / her,https://io.google/2022/speakers/stella-loh/,Product Manager,"Stella is a product manager on Google's Better Together team, leading the Better Together for Developers product areas. She has been with Google for over 10 years as a product manager on a variety of teams including Android Connectivity, where she led Android's 5G efforts, as well as Google Ad Manager where she led AM360's addressable advertising efforts. Prior to joining Google, Stella worked for Barnes & Noble, Dun & Bradstreet, and Wells Fargo Internet Services.",Multi-device development,https://io.google/2022/speakers/8d834534-106b-41b3-a154-774641b877c9_240.webp
Steren Giannini,he / him,https://io.google/2022/speakers/steren-giannini/,Senior Product Manager,"Steren is a senior product manager at Google Cloud. He is part of the serverless team, leading Cloud Run. He also works on sustainability, leading the Google Cloud Carbon Footprint product. Steren is an engineer from École Centrale in France. Prior to joining Google, he was chief technology officer of a startup building connected objects and multi device solutions.",Run your jobs on serverless,https://io.google/2022/speakers/42a942dd-942c-419a-8be6-097958ac29e5_240.webp
Steve Suppe,he / him,https://io.google/2022/speakers/steve-suppe/,Senior Product Manager,"Steve is a product manager on Google Play, focused on making the Google Play Console the best app distribution platform for developers. Steve is based in London, grew up in Southern California, and has lived in Colorado, Mississippi, Northern California, New York, Israel, and Switzerland. He's a Fulbright Scholar in computer science and holds a Master of Business Administration from London Business School.",What's new in Google Play,https://io.google/2022/speakers/3242ac93-3f64-4aa7-b491-6bd0c1d8378e_240.webp
Sue Lai,,https://io.google/2022/speakers/sue-lai/,"Group Product Manager, App Ads Privacy","Sue is a group product manager at Google, leading initiatives for the App Ads business to respect user’s privacy while powering a free and open internet. Prior to Google, she was Vice President and General Manager at DataCamp, an interactive e-learning platform. She also headed product management for forecasting, dynamic ad-selection and video integrations at FreeWheel, a TV advertising-technology company. Earlier in her career, Sue worked in software engineering at Goldman Sachs and investment banking at Morgan Stanley. Sue holds a bachelor’s degree in electrical and computer engineering with an emphasis on computer science from Carnegie Mellon University and a Master of Business Administration from Columbia Business School.",Solutions for privacy-focused app growth,https://io.google/2022/speakers/86578460-c49b-4ccc-9f9e-9937c27956ed_240.webp
Terence Zhang,,https://io.google/2022/speakers/terence-zhang/,Developer Relations engineer Android,"Terence is a developer relations engineer at Google. His primary focus is to help developers build privacy-focused apps on Android. Prior to joining Google, he was a software engineer on Microsoft Azure. Terrence holds a Bachelor of Science degree in computer science from the University of Southern California. Outside of work he enjoys traveling and cooking up a storm.",Developing privacy user-centric apps,https://io.google/2022/speakers/3ddcc307-e865-4b5f-8361-706ddb6d01ca_240.webp
Thomas Bouldin,he / him,https://io.google/2022/speakers/thomas-bouldin/,Tech Lead / Manager,"Thomas is the tech lead and manager of Cloud Functions for Firebase and Firebase Hosting. He has 14 years experience writing developer platforms. His previous work includes the Firebase Realtime Database, Google Cloud Run/Functions/App Engine, Facebook Parse, and Microsoft Windows. Thomas was a founding member of the CloudEvents committee, is the inventor of five software patents, and was foundational in the creation of Cloud Functions for Firebase. Thomas has given talks about Google developer platforms in seven countries around the world. Thomas earned his bachelor's degree in software engineering at Cal Poly in San Luis Obispo with a dual focus on computer graphics and operating systems+security. In his free time, Thomas is a licensed scuba diving instructor.","Build production-ready apps with Extensions, Functions, and GCP",https://io.google/2022/speakers/fd2d7b27-2589-4f9d-8a8e-8c0f871a9277_240.webp
Thomas Steiner,he / him,https://io.google/2022/speakers/thomas-steiner/,Developer Relations Engineer,"Thomas is a developer relations engineer at Google, focused on the web and Project Fugu. He earned his post-doctorate degree from the University of Lyon, doctorate from the Polytechnic University of Barcelona, and master's degree from University of Karlsruhe.",Bringing Adobe's Creative Cloud to the web: Starting with Photoshop,https://io.google/2022/speakers/b754929f-985f-4798-9d7c-da33e5961bbe_240.webp
Tim Sneath,,https://io.google/2022/speakers/tim-sneath/,"Director, Flutter & Dart","Tim leads product management for Flutter and Dart, working from Google’s office in Seattle. He joined Google in 2017 after 17 years leading client platform and developer teams at Microsoft. In his spare time, he tinkers with various retro computing projects, battles with the New York Times crossword, and attempts to persuade his mother that computers aren’t out to get her.",What's new in Flutter,https://io.google/2022/speakers/d4ca4cff-c0ee-4703-aa33-b3bc04f17823_240.webp
Tobias Kunisch,he / him,https://io.google/2022/speakers/tobias-kunisch/,"Design Lead, Google Fonts","Tobias is working on making type and typography accessible and available to everyone, everywhere. A‍fter co-founding Google Fonts as a 20% project in 2010, he's worked on Material Design, Google Play, Google Store, Android Messages, and Google Brand Studio. He's now back leading Design on the Google Fonts team.",Create expressive and readable typography with variable fonts,https://io.google/2022/speakers/3a7bc2e2-ce8e-474b-89e4-83c812e9a3e5_240.webp
Toni Klopfenstein,she / her,https://io.google/2022/speakers/toni-klopfenstein/,Developer Relations Engineer on Google Assistant,"Toni is a developer relations engineer for Google Assistant. Toni has previously supported Google Home and Coral.ai products, as well as helping run a Google makerspace. She has been involved with open-source hardware for over a decade, including her previous work at SparkFun Electronics, serving on the board for the Open Source Hardware Association, and assisting on the Open Hardware Summit. Toni studied applied mathematics at the University of Colorado at Boulder.",Google Assistant functionality across Android devices,https://io.google/2022/speakers/cb05c5c0-523a-4416-a298-3d47517d428c_240.webp
Tony Conway,he / him,https://io.google/2022/speakers/tony-conway/,Web Ecosystem Consultant,"Tony joined the Web Ecosystem Consultancy team in 2021 to advise Google partners on web performance strategies and adoption of new web APIs. His areas of focus since joining the team have been improving Core Web Vitals with partners in France and the Nordics and investigating the performance of popular technologies like Next.js, Vue and WordPress. Previously, Tony worked as a publisher solutions consultant, driving adoption and optimization with Google's monetization products and as a technical account manager at Bazaarvoice. Tony loves all things front-end and plays with Angular and Firebase in his spare time.","Measure performance with web-vitals.js, Google Analytics, and BigQuery",https://io.google/2022/speakers/6b939a45-21db-4b23-863f-e81a78666412_240.webp
Tor Norbye,he / him,https://io.google/2022/speakers/tor-norbye/,Engineering Director,"Tor is the engineering director for Android Studio. Prior to joining Google in 2010, he worked for 14 years at Sun Microsystems, also on developer tools. He holds a master's degree in computer science from Stanford University.",What’s new in Android development tools,https://io.google/2022/speakers/99a683fb-f139-4105-a80b-09b73ac58eb8_240.webp
Travis Gorkin,he / him,https://io.google/2022/speakers/travis-gorkin/,Chrome OS Engineering Manager,"Travis is an engineering manager working on Chrome OS. He supports a team focusing on improving the experience for Android apps and games on Chrome OS. This includes developer tools, libraries, Android framework improvements, as well as runtime binary translation for Android apps on x86 Chrome OS devices.",What’s new in Chrome OS,https://io.google/2022/speakers/1bdbd950-0861-4946-82c6-f0abc023e3d7_240.webp
Tunde Agboola,he / him,https://io.google/2022/speakers/tunde-agboola/,Software Engineer,"Tunde is a software engineer working on Firebase App Distribution. He is passionate about providing developers a fast, flexible way to run and manage their pre-release testing workflows. Tunde has a Bachelor of Science degree from Boston University in computer systems engineering and a Master of Science in computer science from Harvard University. Outside of work, he enjoys being with his wife and their two young children.",From testing to production: How to ship stable features with Firebase,https://io.google/2022/speakers/6d3cfa60-eaae-4020-933c-946a46ed5b07_240.webp
Tyler Crowe,he / him,https://io.google/2022/speakers/tyler-crowe/,Product Manager,"Tyler is a product manager at Google with the Firebase team where he leads Firebase Authentication, App Check, User Security, and Developer Tools. His mission is to help developers build secure systems that protect users' privacy, and deliver a top quality developer workflow experience for server-less app developers. Before Firebase, Tyler worked on scaling YouTube Data.",What's new in Firebase,https://io.google/2022/speakers/51ee4dc3-bef3-4874-87ed-1dfb3dbf8b3b_240.webp
Una Kravets,,https://io.google/2022/speakers/una-kravets/,,"Una is a web developer and lead on Chrome’s CSS, UI, and DevTools DevRel team. She focuses on expanding UI capabilities and making the web more colorful.",What's new for the web platform,https://io.google/2022/speakers/2416b731-4105-4cb2-a1c6-51da1c0ff6d7_240.webp
Unni Nair,he / him,https://io.google/2022/speakers/unni-nair/,"Senior Research Strategist, Responsible Innovation","As part of Google’s Responsible Innovation team, Unni focuses on operationalizing the AI Principles across the company. Unni has led programs and has been published on human rights, environmental sustainability, inclusion, ethics, IoT, and AI for social responsibility. He’s held roles at the United Nations, Bain, PwC, Cisco, and co-founded a technology start up to support nonprofits. Unni is a guest lecturer at Columbia University and holds a master's degree from Case Western University.",Apply responsible AI principles when building remote sensing datasets,https://io.google/2022/speakers/609dd4d9-a11f-4c04-ab07-ce24afc5cec9_240.webp
Vaibhav Singh,he / him,https://io.google/2022/speakers/vaibhav-singh/,"Outbound Product Manager, AI/ML Infrastructure","Vaibhav works as an Outbound product manager (rotation) for AI/ML Infrastructure and is also a machine learning specialist customer engineer for Google Cloud. In both of these roles Vaibhav engages with ML practitioners and researchers to help operationalize machine learning models. Vaibhav’s areas of interest are large-scale model training, hardware accelerators, and MLOps. Before joining Google, Vaibhav worked as senior staff engineer at STMicrolelectronics, looking into spectrum developments from RTL to post-silicon validation.",Tips and tricks for distributed large model training,https://io.google/2022/speakers/7b4cbe64-c6e2-4418-aad0-46f3f9b86094_240.webp
Vinay Goel,he / him,https://io.google/2022/speakers/vinay-goel/,"Director, Product Management","Vinay is a director of product management and leads both the product and program management teams in Chrome, working on the Privacy Sandbox. Prior to joining the Privacy Sandbox effort, Vinay led company-wide privacy programs for Google. Before Google, Vinay worked in various privacy, policy, or product leadership roles at Adobe, Yahoo!, and Apple. A graduate of University of California at Berkeley, Vinay studied economics and computer science. Vinay currently lives in New York with his husband and cat.",Building the Privacy Sandbox,https://io.google/2022/speakers/60d15274-1733-4237-a876-4f59885fbb23_240.webp
Vince Wu,he / him,https://io.google/2022/speakers/vince-wu/,Product Manager,"Vince works as a product manager for Android Accessibility. Over the past decade, Vince has managed product teams while based in Taipei, Mountain View, and Zurich for various Android and Chrome OS efforts.",What's new in Android accessibility,https://io.google/2022/speakers/2478990c-ee6d-4e1b-b80e-49c7cfc04231_240.webp
Vinny DaSilva,he / him,https://io.google/2022/speakers/vinny-dasilva/,Developer Relations Engineer,"Vinny is a developer relations engineer for Android. His focus areas are Android power and thermals, where he helps developers build power-efficient applications that run cool. Before joining Google, Vinny had similar roles at Lenovo, Samsung, and Vuforia working on both software development kits and hardware products in the augmented and virtual reality space. Earlier in his career, Vinny worked as a software engineer in the life sciences industry.",Managing background work on Android,https://io.google/2022/speakers/dfb584b4-4452-4060-981c-e06f5f14c567_240.webp
Viraj Mahesh,he / him,https://io.google/2022/speakers/viraj-mahesh/,Product Manager,"Viraj is a product manager at YouTube, working on new features for viewers in the YouTube Main App. Prior to this, Viraj worked on improving the YouTube experience for data-constrained users (such as those on limited mobile data plans) and detecting and blocking spam calls on Android devices. He has 5 years of product management experience, and graduated from the University of California at Berkeley with a degree in electrical engineering and computer science.",Learn how to enable shared experiences across platforms,https://io.google/2022/speakers/dc76349e-382f-439b-bf8a-ea2f280cf468_240.webp
Yacine Rezgui,he / him,https://io.google/2022/speakers/yacine-rezgui/,Developer Relations Engineer,"Yacine is a developer relations engineer at Google, based in London. Yacine advocates on privacy and storage on Android within the developer community.",Developing privacy user-centric apps,https://io.google/2022/speakers/523ff094-5c3b-4763-ad78-ba0f25c6d4b7_240.webp
Yi_it (Yeet) Uyan,,https://io.google/2022/speakers/yigit-yeet-uyan/,Technical Solutions Engineer,"Yiğit is a technical solutions engineer at Google, building data analytics solutions for Internet of Things (IoT) devices. His work covers a wide variety of solutions across Smart Home, Device Access, and Matter. Prior to joining Google, Yiğit worked extensively on low power sensors, wireless systems, and applications.",Analytics and tools for Google Home projects,https://io.google/2022/speakers/e439725a-8d6d-4fa6-943f-4a3e8e4b6c65_240.webp
Yu-Cheng Ling,,https://io.google/2022/speakers/yu-cheng-ling/,Software Engineer,Yu-Cheng is a software engineer at Google and leads the TensorFlow Lite team as the tech lead manager.,Deploy a custom ML model to mobile,https://io.google/2022/speakers/cab76b4f-d2b1-4154-ae03-d4b0dcd3621f_240.webp
